name	ingrient	url	pic	step	instrouction	comment
Sanguinello Cocktail	"{'Italian red bitter liqueur': '1 oz', 'Pallini Limoncello': '1 oz', 'Blood orange juice': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3334/sanguinello-cocktail	https://cdn.diffords.com/contrib/stock-images/2014/4/18/2014ba933eaf6e42d4606ae12e44e9cd1583.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	"Bitter Campari notes are balanced by sweet, lemony limoncello liqueur with blood orange juice adding citrus freshness."	null
Santa Marta Daiquiri	"{'Bacardi Carta Blanca light rum': '2 1/3 oz', 'Freshly squeezed lime juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Chilled water': '1/2 oz', 'Kirschwasser (cherry) eau-de-vie': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3665/santa-marta-daiquiri	https://cdn.diffords.com/contrib/stock-images/2016/4/34/20165aa67937ccc1b8d555377790b325595f.jpg	SHAKE first three ingredients with ice and fine strain into chilled glass. FLOAT spoon of kirsch eau de vie on surface of drink.	A float of Kirsch eau-de-vie adds wonderfully fruity aromatics to an otherwise classic Natural Daiquiri.	null
Santiago #1	"{'Bacardi Carta Blanca light rum': '1 oz', 'Bacardi Spiced': '1 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Freshly squeezed orange juice': '1/2 oz', 'Angostura or other aromatic bitters': '3 dash', 'Lemon-lime soda (Sprite/&-Up)': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1745/santiago-1	https://cdn.diffords.com/contrib/stock-images/2017/1/39/201701894331f6c5ead75c25730684ea6d74.jpg	"SHAKE first five ingredients with ice and strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws."	"Light, refreshing and slightly spicy."	null
Santiago #2	"{'Raspberries': '3 fresh', 'Bacardi Carta Blanca light rum': '2 oz', 'Pomegranate juice': '1 1/4 oz', 'Pallini Limoncello': '3/4 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Agave syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2570/santiago-2	https://cdn.diffords.com/contrib/stock-images/2017/1/41/201754cedd74815c511d28eb1ae889485a02.jpg	"MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	Lemon fresh pomegranate sweetened with agave nectar and laced with light rum.	null
Santiago al Anochecer	"{'Bacardi Carta Blanca light rum': '2 oz', 'Italian red bitter liqueur': '1/2 oz', 'Freshly squeezed pink grapefruit juice': '1/2 oz', 'Agave syrup': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2571/santiago-al-anochecer	https://cdn.diffords.com/contrib/stock-images/2017/1/41/20170d7fd03326162bd5861b1df5e6308d32.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"The same colour as red sky at night. Bitter sweet, Negroni-like and a favourite with shepherd's."	null
Santiago Daiquiri	"{'Bacardi Carta Blanca light rum': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Grenadine Syrup': '1/2 oz', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1746/santiago-daiquiri	https://cdn.diffords.com/contrib/stock-images/2017/1/43/2017c5e4d4e36517e11ec8d461cba3604d10.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	This Daiquiri is particularly delicate in its balance between sweet and sour.	null
Santorini	"{'Martini Rosso sweet vermouth': '2 oz', ""Dewar's 12 Year Old Scotch whisky"": '1 oz', 'Ouzo 12': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3403/santorini	https://cdn.diffords.com/contrib/stock-images/2015/7/42/2015f00e54640d44149d0193525b0c3f5d65.jpg	STIR all ingredients with ice and strain into ice-filled glass.	Scotch whisky and sweet vermouth combine harmoniously with ouzo providing subtle and complementary aniseed notes.	null
Saratoga Cocktail	"{'Cognac VSOP': '1 oz', 'Straight bottled-in-bond rye whiskey': '1 oz', 'Martini Rosso sweet vermouth': '1 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2196/saratoga-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/1/38/20177cf1b15f9296b1576d63f3fbc65df621.jpg	THROW (or stir) all ingredients with ice and strain into chilled glass.	This brandy-influenced Sweet Manhattan is best mixed by throwing and enjoyed when the odd bubble still rests on its surface.	null
Saratoga Cocktail #2	"{'Cognac VSOP': '2 oz', 'Luxardo Maraschino liqueur': '1/4 oz', 'Fresh pressed pineapple juice': '1/2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Angostura or other aromatic bitters': '1 dash', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2572/saratoga-cocktail-2	https://cdn.diffords.com/contrib/stock-images/2017/1/56/2017701b42309006c1cb35716ae8087924dd.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Dry and robust with cognac character combining well with maraschino and raspberry.	null
Sargasso	"{'Martinique V.S.O.P rum': '2 oz', 'Oloroso sherry': '3/4 oz', 'Aperol or other Italian red aperitivo': '1/2 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3022/sargasso	https://cdn.diffords.com/contrib/stock-images/2017/1/44/201736a17cdde6abd441d000e058db3379ec.jpg	STIR all ingredients with ice and strain into chilled glass.	This orange-red bitter sweet drink has a dry oaky complexity.	null
Saronno's Sweetheart	"{'Cognac VSOP': '1 oz', 'Disaronno Originale amaretto': '2/3 oz', 'Freshly squeezed lemon juice': '2/3 oz', 'De Kuyper Apricot Brandy': '1/2 oz', 'Rhubarb sugar syrup': '1/3 oz', 'Orange bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3790/saronnos-sweetheart	https://cdn.diffords.com/contrib/stock-images/2016/5/26/201653cc3c195ac7b5f67be22e5f40381e15.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"Cognac and almond with lemon, apricot and rhubarb."	null
Satan's Whiskers (Curled)	"{'Rutte Dry Gin': '2/3 oz', 'Martini Extra Dry vermouth': '2/3 oz', 'Martini Rosso sweet vermouth': '2/3 oz', 'Orange Cura?ao liqueur': '1/3 oz', 'Freshly squeezed orange juice': '2/3 oz', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3055/satans-whiskers-curled	https://cdn.diffords.com/contrib/stock-images/2017/1/46/2017a7fb0afb11736c3574a56ba016e09153.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	This variation on the 'Straight' Satan's Whiskers is made curly by the use of orange cura?ao liqueur. It seems strangely counter-intuitive as you'd think the slightly richer Grand Marnier would be what made it curly.	null
Satan's Whiskers (Enroul?e)	"{'Rutte Dry Gin': '1 1/2 oz', 'Martini Extra Dry vermouth': '1/2 oz', 'Martini Rosso sweet vermouth': '1/2 oz', 'Mandarine Napoleon liqueur': '1/2 oz', 'Freshly squeezed orange juice': '1/4 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3053/satans-whiskers-enroulee	https://cdn.diffords.com/contrib/stock-images/2017/1/34/201779b341682b594c3796e22511eb5f839f.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Enroul?e is the French word for 'curled' and this particular version of Satan's Whiskers is 'curled' by the use of mandarine liqueur in place of the Grand Marnier found in the 'straight' version.	null
Satan's Whiskers (Marcelled)	"{'Rutte Dry Gin': '1 1/2 oz', 'Martini Rosso sweet vermouth': '3/4 oz', 'Freshly squeezed orange juice': '1 1/4 oz', 'Falernum liqueur': '1/6 oz', 'Orange bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3054/satans-whiskers-marcelled	https://cdn.diffords.com/contrib/stock-images/2017/1/35/201757874bbcc87f6738ff51eb158e735f30.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"This variation on the classic Satan's Whiskers calls for it not to be 'curled' (as is the case when you use orange cura?ao), but to be 'marcelled', apparently a deep soft wave in one's hair (for those that still have some) created with curling tongs and popular in the 1920s and 1930s."	null
Satan's Whiskers (Straight)	"{'Rutte Dry Gin': '2/3 oz', 'Martini Extra Dry vermouth': '2/3 oz', 'Martini Rosso sweet vermouth': '2/3 oz', 'Grand Marnier or other cognac orange liqueur': '1/3 oz', 'Freshly squeezed orange juice': '2/3 oz', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1748/satans-whiskers-straight	https://cdn.diffords.com/contrib/stock-images/2019/08/5d5542c8e3187.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Orange zest twist	null
Satin Sheet	"{'Patr?n Reposado tequila': '2 oz', 'Freshly squeezed lime juice': '1 oz', 'Falernum liqueur': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2573/satin-sheet	https://cdn.diffords.com/contrib/stock-images/2017/1/39/20176327866f4137ccacc76ad520a8b2ca37.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	A spiced margarita-style drink.	null
Satsuma Cocktail	"{'Ketel One Oranje Vodka': '1 1/2 oz', 'Grand Marnier or other cognac orange liqueur': '3/4 oz', 'Pressed apple juice': '1 3/4 oz', 'Angostura or other aromatic bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1747/satsuma-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/1/42/2017aaa960b4148f59282b4ede262a0a1f1b.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Tastes like its namesake - hard to believe it's almost half apple.	null
Saturn	"{'Rutte Dry Gin': '1 1/2 oz', 'Falernum liqueur': '1/4 oz', 'Giffard Orgeat Syrup': '1/4 oz', 'Passion fruit syrup': '1/4 oz', 'Freshly squeezed lemon juice': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4885/saturn	https://cdn.diffords.com/contrib/stock-images/2019/11/5dbc4b7d0dc7e.jpg	BLEND all ingredients with 8oz scoop crushed ice.	A Tiki influenced frozen gin sour with passion fruit and almond.	null
Saturn 'Martini'	"{'Seedless white grapes': '7 fresh', 'Ketel One Citroen vodka': '1 1/2 oz', 'Raw runny honey (preferably orange blossom)': '2 spoon', 'Sauvignon blanc white wine': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1749/saturn-martini	https://cdn.diffords.com/contrib/stock-images/2017/1/45/2017eb8c632ee43c110b45634ce31e983edc.jpg	"MUDDLE grapes in base of shaker. STIR honey with vodka and grapes to dissolve honey. Add wine, SHAKE with ice and fine strain into chilled glass."	"Delicate, beautifully balanced and subtly flavoured."	null
Sa?co Margarita	"{'Patr?n Reposado tequila': '1 1/2 oz', 'St Germain Elderflower Liqueur': '1 1/6 oz', 'Freshly squeezed lime juice': '2/3 oz', ""Difford's Daiquiri Bitters"": '4 drop'}"	https://www.diffordsguide.com/cocktails/recipe/2745/sauco-margarita	https://cdn.diffords.com/contrib/stock-images/2016/7/52/201630f5089d53c841929560e68b393fb743.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	The floral notes of elderflower combine wonderfully with the herbaceous tequila and citrusy lime.	null
Savannah	"{'Rutte Dry Gin': '2 1/2 oz', 'Freshly squeezed orange juice': '3/4 oz', 'Dutch White Cr?me de Cacao': '1/2 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1750/savannah	https://cdn.diffords.com/contrib/stock-images/2017/1/46/2017cd05ac1d1b54a3180e14533ee4d2eb6a.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Gin and orange with a hint of chocolate - smoothed with egg white.	null
Savoy Special #1	"{'Rutte Dry Gin': '2 oz', 'Martini Extra Dry vermouth': '1 oz', 'Giffard Grenadine Syrup': '1/4 oz', 'La Fee Parisienne absinthe': '1/6 oz', 'Chilled water (omit if using wet ice)': '1/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-1	https://cdn.diffords.com/contrib/stock-images/2016/8/18/20169d27730b7698d039719abbdfaae9e99a.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Wonderfully dry and aromatic.	null
Sawyer	"{'Rutte Dry Gin': '2 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', 'Angostura or other aromatic bitters': '14 dash', ""Peychaud's or other Creole-style bitters"": '7 dash', 'Orange bitters': '7 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4826/sawyer	https://cdn.diffords.com/contrib/stock-images/2019/09/5d7255e7e66b7.jpg	SHAKE all ingredients with ice and strain into chilled glass (no ice).	A whopping 28 dashes of bitters allowing with two full measures of gin makes for a robust cocktail.	null
Say Say	"{'Cherry tomato (chopped)': '3 fresh', 'Bacardi Carta Blanca light rum': '1 1/2 oz', 'St Germain Elderflower Liqueur': '1/2 oz', 'Giffard Grenadine Syrup': '1/2 oz', 'Freshly squeezed lemon juice': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2574/say-say	https://cdn.diffords.com/contrib/stock-images/2017/1/47/2017f4122c709ac42b173d13edeade17f660.jpg	"MUDDLE tomatoes in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	"This may have tomatoes in but it is no Bloody Mary. Possibly a tad on the sweet side, but complex none the less."	null
Sazerac (no sugar & low-calorie)	"{'La Fee Parisienne absinthe': '1/3 oz', 'Bourbon whiskey': '1 2/3 oz', 'Sugar-free sweetener': '1/4 oz', ""Peychaud's or other Creole-style bitters (optional)"": '3 dash', 'Angostura or other aromatic bitters (optional)': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4655/sazerac-no-sugar-and-low-calorie	https://cdn.diffords.com/contrib/stock-images/2019/01/5c386a7ce57c7.jpg	"A Sazerac just isn't a Sazerac without dashes of bitters but beware: Peychaud's contains low amounts of caramel and Angostura Aromatic bitters contain sugar. So include these and your finished cocktail will have trace amounts of sugar. The weight and flavour of the spirits in this cocktail are such that I defy anybody to call this out as being sugar-free ¡V or even very very low-sugar."	"Adapted from the classic serve by yours truly (Simon Difford) in January 2019. For more recipes, its origins and the history behind the Sazerac, see Sazerac Cocktail."	null
Sazerac Cocktail (Difford's recipe)	"{'La Fee Parisienne absinthe': '1/3 oz', 'Chilled water': '2 1/3 oz', 'Cognac VSOP': '2/3 oz', 'Straight bottled-in-bond rye whiskey': '2/3 oz', 'Bourbon whiskey': '2/3 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', ""Peychaud's or other Creole-style bitters"": '3 dash', 'Angostura or other aromatic bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1752/sazerac-cocktail-diffords-recipe	https://cdn.diffords.com/contrib/stock-images/2020/01/5e15ee3881e07.jpg	"POUR absinthe into ice-filled glass, TOP with water and leave to stand. Separately THROW other ingredients with ice. DISCARD contents of glass (absinthe, water and ice - see comment below) and STRAIN thrown drink into absinthe-coated glass."	Lemon zest twist (discarded)	null
Sazerac Cocktail (New Orleans style)	"{'Straight bottled-in-bond rye whiskey': '1 1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', ""Peychaud's or other Creole-style bitters"": '3 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3390/sazerac-cocktail-new-orleans-style	https://cdn.diffords.com/contrib/stock-images/2015/7/44/2015c29073177aa335fde4cef33df4006df6.jpg	"Ice glass and set to one side. Separately, in another glass stir other ingredients with ice. Discard ice in the now chilled set aside glass and rinse with absinthe (or Herbsaint). Then strain drink into absinthe/Herbsaint washed glass."	"While bartenders in other cities have complicated the Sazerac by using a combination of spirits (us included), in New Orleans they keep it simple: straight rye whiskey with a dash of sugar, stirred and strained into an Herbsaint washed glass."	null
Sazeroy	"{'La Fee Parisienne absinthe': '3 dash', 'Cognac VSOP': '1 1/2 oz', 'Lillet Rouge': '1/3 oz', 'Straight bottled-in-bond rye whiskey': '1/6 oz', ""Dewar's 12 Year Old Scotch whisky"": '1/6 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', ""Peychaud's or other Creole-style bitters"": '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3791/sazeroy	https://cdn.diffords.com/contrib/stock-images/2016/5/24/20160c08cc9e5c0ba7a0824511f1f8b4c647.jpg	RINSE chilled glass with absinthe. STIR other ingredients with ice and strain into absinthe rinsed glass.	A spiritious after dinner sipper which as the name suggests is reminiscent of a Sazerac.	null
Sbagliato With Tonic	"{'Italian red bitter liqueur': '5/6 oz', 'Martini Rosso sweet vermouth': '5/6 oz', 'Salty Lemon Tonic Water': '3 1/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4338/sbagliato-with-tonic	https://cdn.diffords.com/contrib/stock-images/2017/11/35/20178b7690968f6ed6c76a66b55fd34472c5.jpg	POUR ingredients into ice-filled glass and lightly stir.	"Lightly bittersweet and superbly refreshing, a tasty aperitif cocktail."	null
Scandinavian Daiquiri	"{'Lysholm Linie Aquavit': '2 oz', 'Freshly squeezed lime juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4197/scandinavian-daiquiri	https://cdn.diffords.com/contrib/stock-images/2017/6/47/2017874eec8fd7d48530fd0564fd71fba1f1.jpg	SHAKE all ingredients with and strain into chilled glass.	"A caraway influenced riff on a daiquiri with aquavit replacing rum. Very refreshing and suited to a summer¡¦s afternoon, or an early evening aperitif."	null
Scandinavian Pop	"{'Raspberry flavoured vodka': '2 oz', 'Cranberry juice drink': '2 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Thomas Henry Ginger Ale': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1753/scandinavian-pop	https://cdn.diffords.com/contrib/stock-images/2017/1/03/2017f4b910046f21b7ba14b279293c8c29f5.jpg	SHAKE first three ingredients with ice and strain into ice-filled glass. TOP up with ginger ale.	Berry fruit with a spicy splash of ginger.	null
Scarlett O'Hara	"{'Southern Comfort': '1 1/2 oz', 'Cranberry juice drink': '1 1/2 oz', 'Freshly squeezed lime juice': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1754/scarlett-ohara	https://cdn.diffords.com/contrib/stock-images/2017/1/49/2017f10133abef339f3742a2c48ae2e8a8cc.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	The tang of lime and the dryness of cranberry balance the apricot sweetness of whiskey liqueur.	null
Schnitzelburg	"{'Bourbon whiskey': '2 oz', 'Cardamaro': '1 oz', 'Luxardo Maraschino liqueur': '1/4 oz', 'Fernet Branca': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4240/schnitzelburg	https://cdn.diffords.com/contrib/stock-images/2017/7/33/2017d38b6915ed1895a01379d39078fbfc03.jpg	STIR all ingredients with ice and strain into chilled glass.	"Stirred down and bourbon-led with bittersweet amaro, and a hit of rich maraschino, lifted and enlivened by fernet¡¦s herbal complexity."	null
Scofflaw	"{'Bourbon whiskey': '1 1/2 oz', 'Martini Extra Dry vermouth': '1 1/2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Grenadine Syrup': '1/4 oz', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1755/scofflaw	https://cdn.diffords.com/contrib/stock-images/2017/1/00/201774b77bf4eb442ba58e9840fae4e891b8.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Lemon zest twist	null
Scorched Earth	"{'Cognac VSOP': '1 1/2 oz', 'Martini Rosso sweet vermouth': '1/2 oz', 'Cynar or other carciofo amaro': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2746/scorched-earth	https://cdn.diffords.com/contrib/stock-images/2017/1/01/20173112125d5bbdcd840b3e9c24cc4223dc.jpg	STIR all ingredients with ice and fine strain into chilled glass.	"Dry, very aromatic and bordering on bitter. Interesting but not to everybody's taste."	null
Scorpion	"{'Havana Club 3 Year Old rum': '1 1/2 oz', 'Cognac VSOP': '3/4 oz', 'Freshly squeezed orange juice': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Orgeat Syrup': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1756/scorpion	https://cdn.diffords.com/contrib/stock-images/2017/1/02/20178a5dbd6ab305757fc22cd89ce93912b2.jpg	BLEND all ingredients with 6oz scoop of crushed ice and serve with sustainable straws.	Orange slice & mint sprig	null
Scotch Bounty Cocktail	"{""Dewar's 12 Year Old Scotch whisky"": '1 1/2 oz', 'Dutch White Cr?me de Cacao': '1/2 oz', 'Coconut rum liqueur': '1/2 oz', 'Freshly squeezed orange juice': '1 1/2 oz', 'Giffard Grenadine Syrup': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1757/scotch-bounty-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/1/03/20171486ce35c2405fdafeda3e7ba4cfcfd1.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"A medium sweet combination of Scotch, coconut and orange."	null
Scotch Milk Punch	"{""Dewar's 12 Year Old Scotch whisky"": '2 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Single cream / half-and-half': '3/4 oz', 'Milk (semi-skimmed/2% fat)': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1758/scotch-milk-punch	https://cdn.diffords.com/contrib/stock-images/2017/1/04/201739f4faf1b3a40bb2ecc1dced05c39211.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"A creamy, malty affair."	null
Scotch Negroni	"{""Dewar's 12 Year Old Scotch whisky"": '1 oz', 'Italian red bitter liqueur': '1 oz', 'Martini Rosso sweet vermouth': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1759/scotch-negroni	https://cdn.diffords.com/contrib/stock-images/2017/1/07/20172d9aa8bf14e5b8f6c8190abbd111b022.jpg	STIR all ingredients and strain into ice-filled glass.	"On the bitter side of bittersweet and, depending on your Scotch, faintly smoky."	"[[""Tried a variation of this with Ardbeg (possibly my least favourite Islay Malt' had a bottle knocking around the last couple of years) with Campari and Punt e Mes (Martini tastes like a cheap margarita pizza if you ask me). I won't be ordering one when the bars re-open but for a massive kick it's worth a try.""]]"
Scotch Point	"{""Dewar's 12 Year Old Scotch whisky"": '2 1/2 oz', 'Carpano Punt E Mes': '1/2 oz', 'Ruby port': '1/4 oz', ""Peychaud's or other Creole-style bitters"": '1 dash', 'Chilled water (omit if using wet ice)': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3052/scotch-point	https://cdn.diffords.com/contrib/stock-images/2017/1/08/20174688ad33bfcee844a955d6835632d976.jpg	STIR all ingredients with ice and strain into ice filled glass.	"Scotch, vermouth, fortified wine and bitters. If there is a Manhattan then this is an Aberdeen, Glasgow and Edinburgh rolled into one."	null
Scotch Sour	"{""Dewar's 12 Year Old Scotch whisky"": '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2848/scotch-sour	https://cdn.diffords.com/contrib/stock-images/2017/1/12/2017e0d6a90f41aa3ef1ffd1dbf990203ca4.jpg	SHAKE all ingredients with ice. Strain back into shaker and DRY SHAKE (without ice). Strain into ice-filled glass.	Lemon & orange zest twists	null
Scotch Whisky Highball	"{""Dewar's 12 Year Old Scotch whisky"": '1 1/2 oz', 'Thomas Henry Soda Water': '3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4794/scotch-whisky-highball	https://cdn.diffords.com/contrib/stock-images/2019/08/5d55237620ec9.jpg	POUR ingredients into ice-filled glass.	"Simple, refreshing and brilliant. One of the best ways to appreciate a good scotch whisky."	null
Scottish Breakfast	"{""Dewar's 12 Year Old Scotch whisky"": '1 1/2 oz', 'Calvados brandy': '1/2 oz', 'Maple syrup': '1/2 oz', 'Single cream / half-and-half': '1 oz', 'Giffard Sugar Cane Syrup': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2849/scottish-breakfast	https://cdn.diffords.com/contrib/stock-images/2017/1/14/2017d378e9c20ceb17fa71e61c18f8f2283c.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	"Scotch sweetened with maple syrup, flavoured with calvados and smoothed with cream."	null
Scottish Gypsy	"{""Dewar's 12 Year Old Scotch whisky"": '1 1/3 oz', 'Benedictine D.O.M.': '2/3 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2856/scottish-gypsy	https://cdn.diffords.com/contrib/stock-images/2017/1/16/2017c3a5e889d5cd6b2a9bf927adc808f15f.jpg	STIR all ingredients with ice and strain into chilled glass.	Scotch and B?n?dictine complement each other in this herbal cocktail which is balanced by the addition of bitters.	null
Screaming Banana Banshee	"{'Ketel One Vodka': '1 1/2 oz', 'Giffard Banane du Br?sil': '1 oz', 'Dutch White Cr?me de Cacao': '1 oz', 'Single cream / half-and-half': '1 1/2 oz', 'Milk (semi-skimmed/2% fat)': '1 1/2 oz', 'Banana (peeled)': '1?2 fresh'}"	https://www.diffordsguide.com/cocktails/recipe/1805/screaming-banana-banshee	https://cdn.diffords.com/contrib/stock-images/2019/08/5d553c81a4482.jpg	BLEND all ingredients with 6oz scoop of crushed ice and serve with straws.	An alcoholic banana and chocolate milkshake - not too sweet.	null
Screaming Orgasm	"{'Ketel One Vodka': '1 1/4 oz', 'Coffee liqueur': '1 1/4 oz', 'Disaronno Originale amaretto': '1 1/4 oz', 'Irish cream liqueur': '1 1/4 oz', 'Single cream / half-and-half': '1 1/4 oz', 'Milk (semi-skimmed/2% fat)': '1 1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2747/screaming-orgasm	https://cdn.diffords.com/contrib/stock-images/2017/1/17/201780d45a7730e6abb0b099f7203f6197c9.jpg	SHAKE all ingredients with ice and strain into glass filled with crushed ice.	Dust with chocolate powder	null
Screwdriver (Difford's recipe)	"{'Ketel One Vodka': '2 1/2 oz', 'Freshly squeezed orange juice': '3 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', 'Orange bitters': '3 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1762/screwdriver-diffords-recipe	https://cdn.diffords.com/contrib/stock-images/2016/1/42/201602fa0fd357c27e8ab246101a5a5d53a4.jpg	STIR (preferably with a screwdriver) all ingredients with ice and strain into ice-filled glass.	"The temperature at which this drink is served and the freshness of the orange juice are crucial to its success, but it's perhaps better made into a Harvey Wallbanger."	null
Sea Witch Cocktail	"{'Liquore Strega': '2 oz', 'De Kuyper Blue Cura?ao': '1 oz', 'Prosecco sparkling wine': '3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4578/sea-witch-cocktail	https://cdn.diffords.com/contrib/stock-images/2018/09/5b9a6242ce13c.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	The name befits the aquamarine blue hue of this long cocktail.	null
Seabreeze	"{'Ketel One Vodka': '1 2/3 oz', 'Cranberry juice drink': '2 1/2 oz', 'Freshly squeezed pink grapefruit juice': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1763/seabreeze	https://cdn.diffords.com/contrib/stock-images/2017/1/18/2017fca76994bf5fced06019d9d322a1deec.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	Lime wedge	null
